institution_name,fips_state_code,longitude,latitude,total_enrollment,full-time_enrollment,part-time_enrollment,control,level
Paul Quinn College,Texas,-96.755778,32.678837,550.0,521.0,29.0,Private not-for-profit,4-year or above
Paul Smiths College of Arts and Science,New York,-74.252675,44.433965,745.0,731.0,14.0,Private not-for-profit,4-year or above
PCI College,California,-118.100169,33.87475,109.0,104.0,5.0,Private for-profit,4-year or above
Pearl River Community College,Mississippi,-89.543052,30.844322,4836.0,3640.0,1196.0,Public,2-year
Peirce College,Pennsylvania,-75.166332,39.945483,1357.0,291.0,1066.0,Private not-for-profit,4-year or above
Pellissippi State Community College,Tennessee,-84.166504,35.948303,10894.0,5111.0,5783.0,Public,2-year
Peloton College,Texas,-96.769353,32.861996999999995,160.0,160.0,0.0,Private for-profit,2-year
Peninsula College,Washington,-123.412865,48.101295,2052.0,1156.0,896.0,Public,4-year or above
Penn Commercial Business/Technical School,Pennsylvania,-80.238844,40.182387,237.0,237.0,0.0,Private for-profit,2-year
Pennco Tech-Bristol,Pennsylvania,-74.870959,40.097992,368.0,234.0,134.0,Private for-profit,2-year
Pennsylvania Academy of the Fine Arts,Pennsylvania,-75.16345600000002,39.955692,273.0,271.0,2.0,Private not-for-profit,4-year or above
Pennsylvania College of Art and Design,Pennsylvania,-76.308769,40.041152,251.0,242.0,9.0,Private not-for-profit,4-year or above
Pennsylvania College of Health Sciences,Pennsylvania,-76.247035,40.060419,1800.0,491.0,1309.0,Private not-for-profit,4-year or above
Pennsylvania College of Technology,Pennsylvania,-77.02366500000002,41.234145,5322.0,4378.0,944.0,Public,4-year or above
Pennsylvania Highlands Community College,Pennsylvania,-78.837175,40.26408,2658.0,781.0,1877.0,Public,2-year
Pennsylvania Institute of Health and Technology,Pennsylvania,-79.652374,39.950525,88.0,88.0,0.0,Private for-profit,2-year
Pennsylvania Institute of Technology,Pennsylvania,-75.38893,39.908335,404.0,247.0,157.0,Private not-for-profit,2-year
Pennsylvania State University-Main Campus,Pennsylvania,-77.862848,40.7965,46810.0,45140.0,1670.0,Public,4-year or above
Pennsylvania State University-Penn State Abington,Pennsylvania,-75.109083,40.11683,3746.0,3283.0,463.0,Public,4-year or above
Pennsylvania State University-Penn State Altoona,Pennsylvania,-78.408247,40.54092,3244.0,3125.0,119.0,Public,4-year or above
Pennsylvania State University-Penn State Beaver,Pennsylvania,-80.296235,40.678254,622.0,548.0,74.0,Public,4-year or above
Pennsylvania State University-Penn State Berks,Pennsylvania,-75.97214100000002,40.357987,2578.0,2277.0,301.0,Public,4-year or above
Pennsylvania State University-Penn State Brandywine,Pennsylvania,-75.44698299999997,39.926381,1351.0,1208.0,143.0,Public,4-year or above
Pennsylvania State University-Penn State DuBois,Pennsylvania,-78.751784,41.126941,564.0,447.0,117.0,Public,4-year or above
Pennsylvania State University-Penn State Erie-Behrend College,Pennsylvania,-79.983773,42.119433,4312.0,4000.0,312.0,Public,4-year or above
Pennsylvania State University-Penn State Fayette- Eberly,Pennsylvania,-79.65776899999999,39.947217,640.0,570.0,70.0,Public,4-year or above
Pennsylvania State University-Penn State Greater Allegheny,Pennsylvania,-79.82744699999998,40.345582,462.0,417.0,45.0,Public,4-year or above
Pennsylvania State University-Penn State Harrisburg,Pennsylvania,-76.7423,40.203766,4933.0,4146.0,787.0,Public,4-year or above
Pennsylvania State University-Penn State Hazleton,Pennsylvania,-76.031061,40.983958,676.0,592.0,84.0,Public,4-year or above
Pennsylvania State University-Penn State Lehigh Valley,Pennsylvania,-75.402507,40.559208,912.0,764.0,148.0,Public,4-year or above
Pennsylvania State University-Penn State Mont Alto,Pennsylvania,-77.542355,39.842047,830.0,591.0,239.0,Public,4-year or above
Pennsylvania State University-Penn State New Kensington,Pennsylvania,-79.697232,40.55115900000001,585.0,489.0,96.0,Public,4-year or above
Pennsylvania State University-Penn State Schuylkill,Pennsylvania,-76.166326,40.640499,609.0,490.0,119.0,Public,4-year or above
Pennsylvania State University-Penn State Scranton,Pennsylvania,-75.620583,41.440258,992.0,896.0,96.0,Public,4-year or above
Pennsylvania State University-Penn State Shenango,Pennsylvania,-80.508764,41.235053,419.0,230.0,189.0,Public,4-year or above
Pennsylvania State University-Penn State Wilkes-Barre,Pennsylvania,-76.016599,41.306003,438.0,366.0,72.0,Public,4-year or above
Pennsylvania State University-Penn State York,Pennsylvania,-76.702835,39.952327,948.0,783.0,165.0,Public,4-year or above
Pennsylvania State University-World Campus,Pennsylvania,-77.841594,40.832783,14458.0,2991.0,11467.0,Public,4-year or above
Pensacola State College,Florida,-87.200265,30.479267,9773.0,3785.0,5988.0,Public,4-year or above
Pepperdine University,California,-118.707077,34.037786,7961.0,5645.0,2316.0,Private not-for-profit,4-year or above
Perry Technical Institute,Washington,-120.537976,46.571492,903.0,903.0,0.0,Private not-for-profit,2-year
Peru State College,Nebraska,-95.732731,40.474689,2114.0,1140.0,974.0,Public,4-year or above
Pfeiffer University,North Carolina,-80.283168,35.484696,1365.0,950.0,415.0,Private not-for-profit,4-year or above
Philander Smith College,Arkansas,-92.283015,34.737131,1000.0,955.0,45.0,Private not-for-profit,4-year or above
Phillips Community College of the University of Arkansas,Arkansas,-90.616884,34.546155,1520.0,608.0,912.0,Public,2-year
Phillips School of Nursing at Mount Sinai Beth Israel,New York,-73.990936,40.744973,199.0,89.0,110.0,Private not-for-profit,4-year or above
Phoenix College,Arizona,-112.088293,33.481361,10959.0,2645.0,8314.0,Public,2-year
Piedmont College,Georgia,-83.542126,34.566042,2449.0,1676.0,773.0,Private not-for-profit,4-year or above
Piedmont Community College,North Carolina,-78.98060699999998,36.431674,1287.0,338.0,949.0,Public,2-year
Piedmont International University,North Carolina,-80.250153,36.087962,896.0,535.0,361.0,Private not-for-profit,4-year or above
Piedmont Technical College,South Carolina,-82.120635,34.207415000000005,4491.0,1643.0,2848.0,Public,2-year
Piedmont Virginia Community College,Virginia,-78.483707,38.006895,5445.0,1112.0,4333.0,Public,2-year
Pierce College-Fort Steilacoom,Washington,-122.570935,47.172082,6067.0,2643.0,3424.0,Public,4-year or above
Pierce College-Puyallup,Washington,-122.272365,47.156328,4453.0,1737.0,2716.0,Public,2-year
Pierpont Community and Technical College,West Virginia,-80.162447,39.483057,1828.0,1022.0,806.0,Public,2-year
Pikes Peak Community College,Colorado,-104.787261,38.764287,13204.0,4916.0,8288.0,Public,4-year or above
Pillar College,New Jersey,-74.16915300000002,40.738539,584.0,431.0,153.0,Private not-for-profit,4-year or above
Pima Community College,Arizona,-110.886659,32.222125,19594.0,4977.0,14617.0,Public,2-year
Pima Medical Institute-Albuquerque,New Mexico,-106.59488,35.104855,565.0,565.0,0.0,Private for-profit,2-year
Pima Medical Institute-Albuquerque West,New Mexico,-106.687874,35.181571000000005,71.0,71.0,0.0,Private for-profit,2-year
Pima Medical Institute-Aurora,Colorado,-104.831481,39.6956,230.0,230.0,0.0,Private for-profit,2-year
Pima Medical Institute-Chula Vista,California,-117.093388,32.619858,551.0,551.0,0.0,Private for-profit,2-year
Pima Medical Institute-Colorado Springs,Colorado,-104.820989,38.914019,397.0,397.0,0.0,Private for-profit,2-year
Pima Medical Institute-Denver,Colorado,-105.00252,39.831679,631.0,631.0,0.0,Private for-profit,2-year
Pima Medical Institute-Dillon,Montana,-112.641211,45.208156,43.0,43.0,0.0,Private for-profit,2-year
Pima Medical Institute-East Valley,Arizona,-111.689497,33.376378,340.0,340.0,0.0,Private for-profit,2-year
Pima Medical Institute-El Paso,Texas,-106.326782,31.73814,483.0,483.0,0.0,Private for-profit,2-year
Pima Medical Institute-Houston,Texas,-95.548461,29.78295,784.0,784.0,0.0,Private for-profit,2-year
Pima Medical Institute-Las Vegas,Nevada,-115.102238,36.114105,707.0,707.0,0.0,Private for-profit,2-year
Pima Medical Institute-Mesa,Arizona,-111.87417,33.396878,708.0,708.0,0.0,Private for-profit,2-year
Pima Medical Institute-Phoenix,Arizona,-112.118075,33.608723,547.0,547.0,0.0,Private for-profit,2-year
Pima Medical Institute-Renton,Washington,-122.211383,47.469017,497.0,497.0,0.0,Private for-profit,2-year
Pima Medical Institute-San Marcos,California,-117.160199,33.136906,223.0,223.0,0.0,Private for-profit,2-year
Pima Medical Institute-Seattle,Washington,-122.326844,47.699144,468.0,468.0,0.0,Private for-profit,2-year
Pima Medical Institute-Tucson,Arizona,-110.921301,32.2502,1851.0,1851.0,0.0,Private for-profit,4-year or above
Pine Manor College,Massachusetts,-71.156464,42.320827,423.0,416.0,7.0,Private not-for-profit,4-year or above
Pine Technical & Community College,Minnesota,-92.968283,45.818667,2020.0,427.0,1593.0,Public,2-year
Pinnacle Career Institute-North Kansas City,Missouri,-94.684474,39.301199,5.0,5.0,0.0,Private for-profit,2-year
Pinnacle Career Institute-South Kansas City,Missouri,-94.529762,38.938335,221.0,221.0,0.0,Private for-profit,2-year
Pioneer Pacific College,Oregon,-122.768527,45.32216,892.0,575.0,317.0,Private for-profit,4-year or above
Pitt Community College,North Carolina,-77.40720300000002,35.550591,8185.0,3450.0,4735.0,Public,2-year
Pittsburg State University,Kansas,-94.702473,37.392071,6625.0,5161.0,1464.0,Public,4-year or above
Pittsburgh Career Institute,Pennsylvania,-79.99591,40.442726,136.0,136.0,0.0,Private for-profit,2-year
Pittsburgh Institute of Aeronautics,Pennsylvania,-79.926575,40.350804,499.0,499.0,0.0,Private not-for-profit,2-year
Pittsburgh Institute of Mortuary Science Inc,Pennsylvania,-79.930487,40.459175,217.0,97.0,120.0,Private not-for-profit,2-year
Pittsburgh Technical College,Pennsylvania,-80.18940400000002,40.424679,1651.0,1651.0,0.0,Private not-for-profit,4-year or above
Pitzer College,California,-117.706675,34.104107,1072.0,1050.0,22.0,Private not-for-profit,4-year or above
Platt College,Oklahoma,-95.903824,36.109468,267.0,267.0,0.0,Private for-profit,2-year
Platt College-Anaheim,California,-117.878211,33.809417,349.0,349.0,0.0,Private for-profit,4-year or above
Platt College-Aurora,Colorado,-104.854614,39.661195,239.0,239.0,0.0,Private for-profit,4-year or above
Platt College-Berks Technical Institute,Pennsylvania,-75.978873,40.344627,777.0,414.0,363.0,Private for-profit,2-year
Platt College-Los Angeles,California,-118.150013,34.081723,570.0,570.0,0.0,Private for-profit,4-year or above
Platt College-McCann-Allentown,Pennsylvania,-75.448981,40.64006,704.0,495.0,209.0,Private for-profit,2-year
Platt College-McCann-Lewisburg,Pennsylvania,-76.885311,40.98239,318.0,213.0,105.0,Private for-profit,2-year
Platt College-McCann-Monroe,Louisiana,-92.10098,32.524328000000004,607.0,351.0,256.0,Private for-profit,2-year
Platt College-Miller-Motte Technical-Augusta,Georgia,-82.086986,33.494994,495.0,329.0,166.0,Private for-profit,2-year
Platt College-Miller-Motte Technical-Charleston,South Carolina,-80.044585,32.953274,671.0,456.0,215.0,Private for-profit,2-year
Platt College-Miller-Motte Technical-Chattanooga,Tennessee,-85.181925,35.034287,526.0,391.0,135.0,Private for-profit,2-year
Platt College-Miller-Motte Technical-Columbus,Georgia,-84.935912,32.479997,709.0,414.0,295.0,Private for-profit,2-year
Platt College-Miller-Motte Technical-Conway,South Carolina,-78.993461,33.788822,1342.0,855.0,487.0,Private for-profit,2-year
Platt College-Miller-Motte Technical-Macon,Georgia,-83.687065,32.897821,424.0,306.0,118.0,Private for-profit,2-year
Platt College-Miller-Motte-Cary,North Carolina,-78.740708,35.755124,377.0,294.0,83.0,Private for-profit,2-year
Platt College-Miller-Motte-Fayetteville,North Carolina,-78.88167,35.11096,628.0,467.0,161.0,Private for-profit,2-year
Platt College-Miller-Motte-Jacksonville,North Carolina,-77.41384000000002,34.753428,493.0,321.0,172.0,Private for-profit,2-year
Platt College-Miller-Motte-Raleigh,North Carolina,-78.585676,35.834569,627.0,408.0,219.0,Private for-profit,2-year
Platt College-Miller-Motte-Wilmington,North Carolina,-77.882359,34.242761,1867.0,1030.0,837.0,Private for-profit,4-year or above
Platt College-Moore,Oklahoma,-97.478449,35.339154,307.0,307.0,0.0,Private for-profit,2-year
Platt College-Ontario,California,-117.571744,34.068595,510.0,510.0,0.0,Private for-profit,4-year or above
Platt College-Riverside,California,-117.298365,33.932922999999995,484.0,484.0,0.0,Private for-profit,4-year or above
Platt College-San Diego,California,-117.063483,32.763729999999995,145.0,145.0,0.0,Private for-profit,4-year or above
Plaza College,New York,-73.83115600000002,40.714894,902.0,823.0,79.0,Private for-profit,4-year or above
Plymouth State University,New Hampshire,-71.690164,43.759573,5059.0,4378.0,681.0,Public,4-year or above
Point Loma Nazarene University,California,-117.25026499999998,32.718391,4592.0,3106.0,1486.0,Private not-for-profit,4-year or above
Point Park University,Pennsylvania,-80.002061,40.438768,4099.0,3022.0,1077.0,Private not-for-profit,4-year or above
Point University,Georgia,-85.184931,32.87912,2248.0,1116.0,1132.0,Private not-for-profit,4-year or above
Polk State College,Florida,-81.711873,28.032411,10591.0,3675.0,6916.0,Public,4-year or above
Polytechnic University of Puerto Rico-Miami,Florida,-80.328482,25.80915,162.0,92.0,70.0,Private not-for-profit,4-year or above
Polytechnic University of Puerto Rico-Orlando,Florida,-81.253943,28.55158,214.0,89.0,125.0,Private not-for-profit,4-year or above
Pomeroy College of Nursing at Crouse Hospital,New York,-76.137558,43.040018,247.0,81.0,166.0,Private not-for-profit,2-year
Pomona College,California,-117.714556,34.099027,1573.0,1559.0,14.0,Private not-for-profit,4-year or above
Pontifical College Josephinum,Ohio,-83.018829,40.120735,150.0,139.0,11.0,Private not-for-profit,4-year or above
Porterville College,California,-119.014368,36.049256,4285.0,1828.0,2457.0,Public,2-year
Portland Community College,Oregon,-122.730876,45.438154,27046.0,10724.0,16322.0,Public,2-year
Portland State University,Oregon,-122.686289,45.511601,25711.0,16776.0,8935.0,Public,4-year or above
Post University,Connecticut,-73.081497,41.535549,9845.0,3239.0,6606.0,Private for-profit,4-year or above
Potomac State College of West Virginia University,West Virginia,-78.981441,39.438323,1340.0,1018.0,322.0,Public,4-year or above
Prairie State College,Illinois,-87.63894300000003,41.525316,3946.0,1310.0,2636.0,Public,2-year
Prairie View A & M University,Texas,-95.989475,30.092425,9516.0,8427.0,1089.0,Public,4-year or above
Pratt Community College,Kansas,-98.714538,37.654451,1234.0,576.0,658.0,Public,2-year
Pratt Institute-Main,New York,-73.96431,40.691297,5015.0,4730.0,285.0,Private not-for-profit,4-year or above
Presbyterian College,South Carolina,-81.87448,34.465834,1330.0,1240.0,90.0,Private not-for-profit,4-year or above
Presbyterian Theological Seminary in America,California,-118.047065,33.88856,196.0,71.0,125.0,Private not-for-profit,4-year or above
Prescott College,Arizona,-112.477185,34.5452,827.0,507.0,320.0,Private not-for-profit,4-year or above
Presentation College,South Dakota,-98.49129,45.483339,700.0,453.0,247.0,Private not-for-profit,4-year or above
Prince George's Community College,Maryland,-76.824623,38.888689,11885.0,3248.0,8637.0,Public,2-year
Princeton University,New Jersey,-74.65936500000002,40.348732,8374.0,8267.0,107.0,Private not-for-profit,4-year or above
Professional Golfers Career College,California,-117.163739,33.528952000000004,50.0,50.0,0.0,Private for-profit,2-year
Professional Hands Institute,Florida,-80.250648,25.779427,17.0,17.0,0.0,Private for-profit,2-year
Professional Skills Institute,Ohio,-83.67240799999998,41.584008,440.0,440.0,0.0,Private for-profit,2-year
Providence Christian College,California,-118.118842,34.172467,171.0,168.0,3.0,Private not-for-profit,4-year or above
Providence College,Rhode Island,-71.437446,41.842742,4674.0,4096.0,578.0,Private not-for-profit,4-year or above
Provo College,Utah,-111.68431,40.245294,446.0,310.0,136.0,Private for-profit,4-year or above
Pueblo Community College,Colorado,-104.636258,38.262124,6197.0,2014.0,4183.0,Public,4-year or above
